X,Y1,Y2
"Preguntó el general quién era el arráez del bergantín, y fuele respondido por uno de los cautivos en lengua castellana (que después pareció ser renegado español):",1,0
Así lo creo yo,0,1
"Del conocerte saldrá el no hincharte como la rana que quiso igualarse con el buey, que si esto haces, vendrá a ser feos pies de la rueda de tu locura la consideración de haber guardado puercos en tu tierra.",0,0
"Trabajosa vida es la que pasamos y vivimos, señor mío, estos que somos escuderos de caballeros andantes: en verdad que comemos el pan en el sudor de nuestros rostros, que es una de las maldiciones que echó Dios a nuestros primeros padres.",0,0
"que había hecho en la selva la figura encantada de Dulcinea- a Teresa Panza, con la carta de su marido Sancho Panza y con el lío de ropa que había dejado para que se le enviase, encargándole le trujese buena relación de todo lo que con ella pasase.",0,0
"Así que dije bien que holgara, si Dios quisiera, de no estar contento.",0,0
"Hete dicho esto porque de la primera encina o roble que se me depare pienso desgajar otro tronco, tal y tan bueno como aquel que me imagino; y pienso hacer con él tales hazañas, que tú te tengas por bien afortunado de haber merecido venir a vellas y a ser testigo de cosas que apenas podrán ser creídas.",0,0
"Estando en esto, llegó otro mozo de los que les traían del aldea el bastimento, y dijo:",1,0
"Encantada viene con el gallardo francés Montesinos, a dar orden a don Quijote de cómo ha de ser desencantada la tal señora.",0,0
"respondió el regidor segundo-, porque tengo determinado que os vais vos por una parte del monte y yo por otra, de modo que le rodeemos y andemos todo, y de trecho en trecho rebuznaréis vos y rebuznaré yo, y no podrá ser menos sino que el asno nos oya y nos responda, si es que está en el monte.» A lo que respondió el dueño del jumento: «Digo, compadre, que la traza es excelente y digna de vuestro gran ingenio».",0,1
"Advertid, Sancho amigo, que doña Rodríguez es muy moza y que aquellas tocas más las trae por autoridad y por la usanza que por los años.",0,0
"a lo que pareció- en su señora Dulcinea, dijo:",0,0
Déjate desas sandeces,0,1
"Llegó en esto la noche, y con ella el punto determinado en que el famoso caballo Clavileño viniese, cuya tardanza fatigaba ya a don Quijote, pareciéndole que pues Malambruno se detenía en enviarle, o que él no era el caballero para quien estaba guardada aquella aventura o que Malambruno no osaba venir con él a singular batalla.",1,0
La hija callaba y de cuando en cuando se sonreía.,1,0
"Notable espilorchería, como dice el italiano",0,1
"Leímos el papel, y decía así:",1,0
"No se podía asegurar Dorotea si era soñado el bien que poseía; Cardenio estaba en el mismo pensamiento, y el de Luscinda corría por la misma cuenta.",1,0
¿Qué tiene que ver manosearme el rostro con la resurreción desta doncella?,0,0
"Desesperábase de ver la flojedad y caridad poca de Sancho su escudero, pues, a lo que creía, solos cinco azotes se había dado, número desigual y pequeño para los infinitos que le faltaban; y desto recibió tanta pesadumbre y enojo, que hizo este discurso:",1,0
"«Digo, pues",0,1
Esta a lo menos,0,1
entre las otras piedras del arroyo se habían nacido.,0,0
¿Qué gigantes?,0,1
"Si el amor es cortesía, de la que tienes colijo que el fin de mis esperanzas ha de ser cual imagino.",0,1
"Yo no me acuerdo, Sancho",0,1
"Decía mucho bien del gigante Morgante, porque, con ser de aquella generación gigantea, que todos son soberbios y descomedidos, él solo era afable y bien criado.",1,0
Sí he visto,0,1
"¡Vengan alcancías, pez y resina en calderas de aceite ardiendo!",0,0
"Agradeciéndoselo don Quijote, comió algo, y Sancho mucho, y echáronse a dormir entrambos, dejando a su albedrío y sin orden alguna pacer del abundosa yerba de que aquel prado estaba lleno a los dos continuos compañeros y amigos Rocinante y el rucio.",1,0
"Y dígame por su vida, amigo",0,1
"Llegaba adonde solía tener la puerta, y tentábala con las manos, y volvía y revolvía los ojos por todo, sin decir palabra; pero al cabo de una buena pieza",0,0
"dijo don Antonio-, seguid vuestro camino y no deis consejos a quien no os los pide.",0,0
"Pero, como muchas veces en el progreso desta grande historia queda dicho, solamente disparaba en tocándole en la caballería, y en los demás discursos mostraba tener claro y desenfadado entendimiento, de manera que a cada paso desacreditaban sus obras su juicio, y su juicio sus obras; pero en esta destos segundos documentos que dio a Sancho mostró tener gran donaire y puso su discreción y su locura en un levantado punto.",1,0
"Quienquiera que os dijo, valeroso Caballero de la Triste Figura, que yo me había mudado y trocado de mi ser, no os dijo lo cierto, porque la misma que ayer fui me soy hoy.",0,0
"Y porque se vea que digo verdad, esperen y escuchen, que esta ciencia es como la del nadar, que una vez aprendida, nunca se olvida.",1,0
"Resolviéronse el duque y la duquesa de que el desafío que don Quijote hizo a su vasallo por la causa ya referida pasase adelante; y puesto que el mozo estaba en Flandes, adonde se había ido huyendo por no tener por suegra a doña Rodríguez, ordenaron de poner en su lugar a un lacayo gascón, que se llamaba Tosilos, industriándole primero muy bien de todo lo que había de hacer.",1,0
"dijo el cura-, pero nosotros buscaremos por ahí pastoras mañeruelas, que si no nos cuadraren, nos esquinen A lo que añadió Sansón Carrasco:",0,0
"El caballero se apeó, y frontero del aposento de don Quijote la huéspeda le dio una sala baja, enjaezada con otras pintadas sargas como las que tenía la estancia de don Quijote.",0,0
"El cautivo, que desde el punto que vio al oidor, le dio saltos el corazón y barruntos de que aquel era su hermano, preguntó a uno de los criados que con él venían que cómo se llamaba y si sabía de qué tierra era.",1,0
"Recogió las armas, hasta las astillas de la lanza, y liólas sobre Rocinante, al cual tomó de la rienda, y del cabestro al asno, y se encaminó hacia su pueblo, bien pensativo de oír los disparates que don Quijote decía; y no menos iba don Quijote, que, de puro molido y quebrantado, no se podía tener sobre el borrico y de cuando en cuando daba unos suspiros, que los ponía en el cielo, de modo que de nuevo obligó a que el labrador le preguntase le dijese qué mal sentía; y no parece sino que el diablo le traía a la memoria los cuentos acomodados a sus sucesos, porque en aquel punto, olvidándose de Valdovinos, se acordó del moro Abindarráez,",1,0
"no me acuerdo, que entre los estremos de cobarde y de temerario está el medio de la valentía: y si esto es así, no quiero que huya sin tener para qué, ni que acometa cuando la demasía pide otra cosa.",1,0
"La ventera y su hija no vieron a otro más desocupado para poder socorrerle que a don Quijote, a quien la hija de la ventera dijo:",0,0
"Yo, pues, era uno de los de rescate, que, como se supo que era capitán, puesto que dije mi poca posibilidad y falta de hacienda, no aprovechó nada para que no me pusiesen en el número de los caballeros y gente de rescate.",0,0
"Si con todo este adorno podía venir entonces hermosa o no, por las reliquias que le han quedado en tantos trabajos se podrá conjeturar cuál debía de ser en las prosperidades, porque ya se sabe que la hermosura de algunas mujeres tiene días y sazones y requiere accidentes para diminuirse o acrecentarse , y es natural cosa que las pasiones del ánimo la levanten o abajen, puesto que las más veces la destruyen.",1,0
"Señor gobernador, este mancebo venía hacia nosotros, y así como columbró la justicia, volvió las espaldas y comenzó a correr como un gamo: señal que debe de ser algún delincuente; yo partí tras él, y si no fuera porque tropezó y cayó, no le alcanzara jamás.",0,0
Así debe de ser,0,1
Pues tú te hallas con tan buena disposición,0,1
Partes son esas,0,1
"Ahora te digo, Sanchuelo, que eres el mayor bellacuelo que hay en España.",0,0
"Armóse Sansón como queda referido y Tomé Cecial acomodó sobre sus naturales narices las falsas y de máscara ya dichas, porque no fuese conocido de su compadre cuando se viesen, y, así, siguieron el mismo viaje que llevaba don Quijote y llegaron casi a hallarse en la aventura del carro de la Muerte, y, finalmente, dieron con ellos en el bosque, donde les sucedió todo lo que el prudente ha leído; y si no fuera por los pensamientos extraordinarios de don Quijote, que se dio a entender que el bachiller no era el bachiller, el señor bachiller quedara imposibilitado para siempre de graduarse de licenciado, por no haber hallado nidos donde pensó hallar pájaros.",1,0
"El cuatralbo que estaba avisado de su buena venida, por ver a los dos tan famosos Quijote y Sancho, apenas llegaron a la marina cuando todas las galeras abatieron tienda y sonaron las chirimías.",1,0
"Iba don Quijote embelesado, sin poder atinar con cuantos discursos hacía qué serían aquellos nombres llenos de vituperios que les ponían, de los cuales sacaba en limpio no esperar",0,0
"Halló don Quijote ser la casa de don Diego de Miranda ancha como de aldea; las armas, empero, aunque de piedra tosca, encima de la puerta de la calle; la bodega, en el patio; la cueva, en el portal, y muchas tinajas a la redonda, que, por ser del Toboso, le renovaron las memorias de su encantada y transformada Dulcinea; y sospirando, y sin mirar lo que decía, ni delante de quién estaba, dijo:",1,0
"Finalmente, don Quijote, encomendándose de todo su corazón a Dios Nuestro Señor y a la señora Dulcinea del Toboso, estaba aguardando que se le diese señal precisa de la arremetida; empero nuestro lacayo tenía diferentes pensamientos: no pensaba él sino en lo que agora diré.",1,0
"Finalmente, el alcalde proveyó jurídicamente; la declaración se hizo con todas las fuerzas que en tales casos debían hacerse, con lo que quedaron don Quijote y Sancho muy alegres, como si les importara mucho semejante declaración y no mostrara claro la diferencia de los dos don Quijotes y la de los dos Sanchos sus obras y sus palabras.",0,0
"el campo, y a pocos corcovos dio con su dueño en tierra.",1,0
"Mire, señor",0,1
"respondió Sancho-, porque, según vuestra merced dice, más anejas son a los caballeros andantes las desgracias que a sus escuderos.",0,0
«Ahora digo,0,1
"Y al par de mi deseo, que se esfuerza a decir mi dolor y tus hazañas, de la espantable voz irá el acento, y en él mezcladas, por mayor tormento, pedazos de las míseras entrañas.",1,0
"Los dos, que no deseaban otra cosa que saber de su mesma boca la causa de su daño, le rogaron se la contase, ofreciéndole de no hacer otra cosa de la que él quisiese en su remedio o consuelo; y con esto el triste caballero comenzó su lastimera historia, casi por las mesmas palabras y pasos que la había contado a don Quijote y al cabrero pocos días atrás, cuando, por ocasión del maestro Elisabat y puntualidad de don Quijote en guardar el decoro a la caballería, se quedó el cuento imperfeto, como la historia lo deja contado.",0,0
"No había tierra en todo el orbe que no hubiese visto, ni batalla donde no se hubiese hallado; había muerto más moros que tiene Marruecos y Túnez, y entrado en más singulares desafíos, según él decía, que Gante y Luna, Diego García de Paredes y otros mil que nombraba, y de todos había salido con vitoria, sin que le hubiesen derramado una sola gota de sangre.",1,0
"Con gran deseo quedó el Caballero de la Triste Figura de saber quién fuese el dueño de la maleta, conjeturando por el soneto y carta, por el dinero en oro y por las tan buenas camisas, que debía de ser algún principal enamorado, a quien desdenes y malos tratamientos de su dama debían de haber conducido a algún desesperado término.",0,0
"Digo, pues, que dijo su padre a Zoraida:",0,0
¿Cómo que hasta aquí has llegado sin haberte muerto los infinitos palos que tienes a cuestas?,0,0
No hay duda,0,1
No pongo yo duda en eso,0,1
Ese Sancho no eres tú,0,1
"No mires de tu Tarpeya este incendio que me abrasa, Nerón manchego del mundo, ni le avives con tu saña.",1,0
